Alcohol Notalcohol,Belted Unbelted,Bike Nonbike,Collision Type,CRASH_DT (copy),Crash Dt,Crash Event Type Dsc,Crash Military Tm,Crash Severity,Juris Name Used,Area Type Used,First Harmful Event of Entire Crash,Time Slicing Used,Phy_Juris_Nm,Offset-Ft,Intersection Analysis,Day Of Week,Deer Nodeer,TOTAL CRASH,Document Nbr,FAC,First Harmful Event,FUN,Gr Nogr,Hitrun Not Hitrun,Injury Crashes,Intersection Type,Int Doc,K_CRASH,K People,Lgtruck Nonlgtruck,Light Condition,MAINLINE (group),Mainline Yn,Motor Nonmotor,Node Info,Ownership,Total People Killed & Injured,Ped Nonped,Persons Injured,VSP_Used,Rd Type,Relation To Roadway,Rns Mp,Roadway Alignment,Roadway Description,Roadway Surface Cond,Rte Nm,School Zone,Senior Notsenior,Speed Notspeed,Time Slicing,Total Crashes including Property Damage Only,Traffic Control Type,District_Used ,Weather Condition,Work Zone Related,Young Notyoung
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/8/2013,5/8/2013,20. Motor Vehicle In Transport,1615,C.Non-Visible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,0,Intersection,Wednesday,Not DEER,1,131295281,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,131295281,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541151.  SR00165       SR00165      13408826      13408832,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,26.16,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00165NB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,14. Ped Crosswalk,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,9/26/2014,9/26/2014,22. Bicycle,1551,A.Ambulatory Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,"2,318",Intersection,Friday,Not DEER,1,142890023,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,142890023,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253010.  SR00143       US00060       US00060,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,272.52,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00060WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/26/2014,9/26/2014,22. Bicycle,1836,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,6PM TO 9PM,134.Virginia Beach,84,Intersection,Friday,Not DEER,1,142835217,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,142835217,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,541815.  IS00264W019B 13400014      13408711,SEC_URBAN,2,Not PED,2,5,NOT-RD,1. Main-Line Roadway,0.02,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08711SB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,9/27/2014,9/27/2014,22. Bicycle,1430,C.Non-Visible Injury,Virginia Beach,Urban,22. Bicycle,12PM TO 3PM,134.Virginia Beach,465,Intersection,Saturday,Not DEER,1,142725266,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,142725266,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541106.  US00060       US00060      13408818,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,1.02,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08818WB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,15. Backed Into,5/9/2013,5/9/2013,22. Bicycle,1502,A.Ambulatory Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,,Not Intersection,Thursday,Not DEER,1,132260051,,"8. Off Roadway, Location Unknown",,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",,1. Straight - Level,5. Unknown,1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,5/10/2013,5/10/2013,20. Motor Vehicle In Transport,854,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6AM TO 9AM,134.Virginia Beach,26,Intersection,Friday,Not DEER,1,131335027,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,131335027,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541309. 13408590      13408590      13408692      13408693,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.26,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08590EB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/12/2013,5/12/2013,20. Motor Vehicle In Transport,1446,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,32,Intersection,Sunday,Not DEER,1,131345049,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,131345049,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541129.  US00060       US00060      13408705,SEC_URBAN,1,Not PED,1,5,NOT-RD,"15. Other Crossing (Crossing for Bikes, School, etc.)",1.54,2. Curve - Level,5. Unknown,1. Dry,R-VA134UR08705EB,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,8. Yield Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/14/2013,5/14/2013,22. Bicycle,1930,B.Visiible Injury,Newport News,Urban,22. Bicycle,6PM TO 9PM,121.Newport News,,Not Intersection,Tuesday,Not DEER,1,132320010,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/8/2016,1/8/2016,22. Bicycle,1057,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,9AM TO 12PM,121.Newport News,"5,988",Intersection,Friday,Not DEER,1,160950078,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,160950078,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,646070.  US00060       US00060,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,252.89,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/9/2016,1/9/2016,22. Bicycle,1647,A.Ambulatory Injury,Chesapeake,Urban,22. Bicycle,3PM TO 6PM,131.Chesapeake,"1,003",Intersection,Saturday,Not DEER,1,160095209,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,160095209,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483056.  US00017       US00017      13108524,PRI_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",33.09,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00017NB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/9/2016,1/9/2016,20. Motor Vehicle In Transport,1510,B.Visiible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,122.Norfolk,586,Intersection,Saturday,Not DEER,1,160980008,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,160980008,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,485066. 12208562      12208563      12208563,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.98,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08563SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/12/2016,1/12/2016,22. Bicycle,1757,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,,Not Intersection,Tuesday,Not DEER,1,160135281,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,12. Ped,1/13/2016,1/13/2016,22. Bicycle,1629,A.Ambulatory Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,11,Intersection,Wednesday,Not DEER,1,161125236,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,161125236,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253383. 11407028      11407033      11407033,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.72,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA114UR07033NB,1. Yes,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/15/2013,5/15/2013,20. Motor Vehicle In Transport,922,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,9AM TO 12PM,134.Virginia Beach,"1,325",Intersection,Wednesday,Not DEER,1,131405039,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,131405039,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,542254. 13408739      13408829      13408829,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,1.25,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08829EB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/16/2013,5/16/2013,20. Motor Vehicle In Transport,733,B.Visiible Injury,Hampton,Urban,20. Motor Vehicle In Transport,6AM TO 9AM,114.Hampton,"1,146",Intersection,Thursday,Not DEER,1,132490022,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,2. Two Approaches,132490022,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253117.  SR00169       SR00169      11407041,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,6.32,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00169NB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,5/16/2013,5/16/2013,20. Motor Vehicle In Transport,10,A.Ambulatory Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,0AM TO 3AM,134.Virginia Beach,718,Intersection,Thursday,Not DEER,1,131445250,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,131445250,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541288. 13400013      13400013      13408742,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,0.83,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR00013NB,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,1/16/2016,1/16/2016,22. Bicycle,1320,C.Non-Visible Injury,Portsmouth,Urban,22. Bicycle,12PM TO 3PM,124.Portsmouth,,Not Intersection,Saturday,Not DEER,1,160835256,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA124SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,1/16/2016,1/16/2016,22. Bicycle,1950,B.Visiible Injury,Norfolk,Urban,22. Bicycle,6PM TO 9PM,122.Norfolk,21,Intersection,Saturday,Not DEER,1,160620242,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,3. Three Approaches,160620242,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,483798. 12200007      12208582,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.14,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA122UR08582WB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/29/2014,9/29/2014,22. Bicycle,1719,C.Non-Visible Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,,Not Intersection,Monday,Not DEER,1,142960104,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,8. Yield Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/29/2014,9/29/2014,22. Bicycle,1655,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,3PM TO 6PM,121.Newport News,"3,738",Intersection,Monday,Not DEER,1,143290035,"1.Divided, no control of access",7. In Parking Lane or Zone,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,143290035,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,646070.  US00060       US00060,PRI_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",252.47,2. Curve - Level,"3. Two-Way, Divided, Positive Median Barrier",2. Wet,R-VA   US00060WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,4. Mist,2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,9/30/2014,9/30/2014,20. Motor Vehicle In Transport,1257,K.Fatal Injury,Suffolk,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,133.Suffolk,475,Intersection,Tuesday,Not DEER,1,142735288,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,0,1. Not at Intersection,142735288,1,1,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,468874. 13301722     C5US00058     C5US00058,PRI_URBAN,1,Not PED,0,5,NOT-RD,1. Main-Line Roadway,0.14,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00058EBBUS005,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,1/19/2016,1/19/2016,20. Motor Vehicle In Transport,1719,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,259,Intersection,Tuesday,Not DEER,1,160225147,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,160225147,0,0,Not LRTRUCK,3. Dusk,MAINLINE,MAIN,Not MOTORCYCLE,541289. 13400013      13400013      13408744,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.05,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08744EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,5/18/2013,5/18/2013,22. Bicycle,1540,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,,Not Intersection,Saturday,Not DEER,1,132410189,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,5/19/2013,5/19/2013,22. Bicycle,1042,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,9AM TO 12PM,134.Virginia Beach,16,Intersection,Sunday,Not DEER,1,131475077,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,131475077,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541224.  SR00279       SR00279      13408714,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.00,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08714EB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/1/2014,10/1/2014,22. Bicycle,831,A.Ambulatory Injury,Virginia Beach,Urban,22. Bicycle,6AM TO 9AM,134.Virginia Beach,84,Intersection,Wednesday,Not DEER,1,142755041,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,142755041,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,724415. 13400008      13408678      13408678,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.94,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR08678WB,3. No,Not SENIOR,Not SPEED,6AM TO 9AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/1/2014,10/1/2014,22. Bicycle,1746,B.Visiible Injury,Norfolk,Urban,22. Bicycle,3PM TO 6PM,122.Norfolk,792,Intersection,Wednesday,Not DEER,1,142930051,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,142930051,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,485075. 12208563      12208563      12208576      12208576,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,0.76,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08563SB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,10/2/2014,10/2/2014,22. Bicycle,1859,B.Visiible Injury,Hampton,Urban,22. Bicycle,6PM TO 9PM,114.Hampton,,Not Intersection,Thursday,Not DEER,1,142865213,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,2,Not PED,2,5,NOT-RD,1. Main-Line Roadway,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA114SC99999UK,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/2/2014,10/2/2014,20. Motor Vehicle In Transport,658,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,6AM TO 9AM,134.Virginia Beach,"1,373",Intersection,Thursday,Not DEER,1,142835280,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,142835280,0,0,Not LRTRUCK,1. Dawn,MAINLINE,MAIN,Not MOTORCYCLE,541060.  US00058       US00058      13408723,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,3.73,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08723SB,3. No,SENIOR,Not SPEED,6AM TO 9AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,10/2/2014,10/2/2014,22. Bicycle,210,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,0AM TO 3AM,134.Virginia Beach,,Not Intersection,Thursday,Not DEER,1,142805331,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/3/2014,10/3/2014,20. Motor Vehicle In Transport,1510,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,134.Virginia Beach,422,Intersection,Friday,Not DEER,1,142765315,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,142765315,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541108.  US00060       US00060      13408722      13408722,PRI_URBAN,1,Not PED,1,5,NOT-RD,1. Main-Line Roadway,302.58,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00060WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),1. Yes,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,13. Bicyclist,10/3/2014,10/3/2014,22. Bicycle,1433,B.Visiible Injury,Newport News,Urban,22. Bicycle,12PM TO 3PM,121.Newport News,"2,751",Intersection,Friday,Not DEER,1,143210024,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,143210024,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,646060.  US00060       US00060      12100010,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,253.90,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
